,Unnamed: 0,station_name,place_name,author_name,rating,text,time,Language,Sentiment,Sentiment_Score,Latitude,Longitude,assigned_district,daerah,projected_population
7762,7762,HEIGHT DRIVE,PETRONAS Heights Drive,Nur Aiman Raduan,5,"The staff here are very friendly and helpful, making my experience much better . staff are very welcoming and professional, i felt truly valued . the friendly service from the staff always make me feel comfortable whenever i visit .",1726119856,en,very positive,0.7123391032218933,1.505754,110.377503,"Song, Sarawak","Song, Sarawak",10566.509678831844
7763,7763,HEIGHT DRIVE,PETRONAS Heights Drive,Muhammad Amir,5,"The Staff very very veryy friendlyy here !! they treat me so nice and give me some sweet as a treat too, and im so impressed that they keep the facilities clean :>",1726635254,en,very positive,0.7077823877334595,1.505754,110.377503,"Song, Sarawak","Song, Sarawak",10566.509678831844
7764,7764,HEIGHT DRIVE,PETRONAS Heights Drive,Lee Chiu,5,Good service n friendly staff hehehe,1726474766,en,positive,0.4762507975101471,1.505754,110.377503,"Song, Sarawak","Song, Sarawak",10566.509678831844
7765,7765,HEIGHT DRIVE,PETRONAS Heights Drive,Hariayati 4g,5,Good servis . Staff friendly and nice place to rest 🙂,1725940377,en,positive,0.5869531631469727,1.505754,110.377503,"Song, Sarawak","Song, Sarawak",10566.509678831844
7766,7766,HEIGHT DRIVE,PETRONAS Heights Drive,Get Hui Yeo,5,Service good.  Staff friendly and helpful always.,1725937620,en,positive,0.5077888369560242,1.505754,110.377503,"Song, Sarawak","Song, Sarawak",10566.509678831844
7767,7767,PERMYJAYA,PETRONAS Permyjaya,MOHAMAD ADIB-,5,"best place for RNR (surau, coway, toilet and radio frequency) , got ATM also, the staff is also kind and friendly and it is the biggest petronas petrol station in Miri right? spread love ! from here we can see sunset and stars at night 💅🏽",1725432910,en,very positive,0.8831979632377625,4.448473,114.024488,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7768,7768,PERMYJAYA,PETRONAS Permyjaya,green blue,5,"Toilet clean, staff friendly, very well maintain. Keep up the good job",1724487718,en,very positive,0.5843990445137024,4.448473,114.024488,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7769,7769,PERMYJAYA,PETRONAS Permyjaya,H J,1,"Rude worker ever! Never some worker come to us say ""Banyak na tong"" with sindir.. if cannot isi tong then say sorry boss we here cannot isi tong.. we also will faham that ur policy.. susah meh.. and say us curi minyak?? U stupid or what curi minyak isi rm150 only? If I want curi minyak i no terang2 use tong like that n will bayar more then rm300 direct! See first our car condition how.. ask first.. not come to us directly sy curi minyak..",1715569783,en,very negative,0.8908664584159851,4.448473,114.024488,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7770,7770,PERMYJAYA,PETRONAS Permyjaya,Norfazrina Salem,5,"Good service, staff also friendly…TERBAIK..👍👍",1725691183,en,very positive,0.5409932136535645,4.448473,114.024488,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7771,7771,PERMYJAYA,PETRONAS Permyjaya,wan iskandar,5,always stop by there to pump petrol…mesra shop got atm machine and alot variety of outside and local product..workers there also very friendly and helpful.. parking space so big sorrounding the station..,1714724996,en,very positive,0.6908149123191833,4.448473,114.024488,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7772,7772,ULU BINTAWA,PETRONAS Ulu Bintawa,Valerie M,5,Easy access and friendly staff.,1692260392,en,very positive,0.5328728556632996,1.56518,110.3678,"Telang Usan, Sarawak","Telang Usan, Sarawak",18025.22239330138
7773,7773,ULU BINTAWA,PETRONAS Ulu Bintawa,Iqmal Zeffran,5,"Good Service , Good Attitude , Friendly .. When We Need Some Help , They Staff Will Help U ... Well Done ..",1698127108,en,positive,0.5752071142196655,1.56518,110.3678,"Telang Usan, Sarawak","Telang Usan, Sarawak",18025.22239330138
7774,7774,ULU BINTAWA,PETRONAS Ulu Bintawa,Nur Shafiq,1,"Watch out. The cashier here doesn't know how to wear a mask properly. Dangerous place to visit, even if you're playing from outside, the ignorant cashier does not wear mask properly and talk to you though the glass window hole.",1614318605,en,very negative,0.5676558017730713,1.56518,110.3678,"Telang Usan, Sarawak","Telang Usan, Sarawak",18025.22239330138
7775,7775,ULU BINTAWA,PETRONAS Ulu Bintawa,suariani zaini,5,"Excellent service, clean toilets and very friendly staffs.",1692266972,en,very positive,0.8799370527267456,1.56518,110.3678,"Telang Usan, Sarawak","Telang Usan, Sarawak",18025.22239330138
7776,7776,ULU BINTAWA,PETRONAS Ulu Bintawa,Kent Aaron,4,My only complain is Setel can't be used here due to a problem that has not yet been resolved for I don't know how long.,1618617486,en,neutral,0.4573234915733337,1.56518,110.3678,"Telang Usan, Sarawak","Telang Usan, Sarawak",18025.22239330138
7777,7777,ULU BINTAWA,MULTIFUEL STATION PETROS DARUL HANA,nashrul,5,A petrol station by Sarawak state govt owned company. There is a KFC restaurant here. There are also charging stations for EVs. Overall the station looks big and clean.,1712291603,en,positive,0.5132508873939514,1.56518,110.3678,"Telang Usan, Sarawak","Telang Usan, Sarawak",18025.22239330138
7778,7778,ULU BINTAWA,MULTIFUEL STATION PETROS DARUL HANA,Omar Nawawi,5,"The first petrol station owned by the government of Sarawak under PETROS.

It's not a typical gas station, it's a fully readied EV charger, as well as a plan for Hydrogen fuel in the future.

Their convenient store known as Oasis, is spacious with minimalism aesthetic in hand and payable with cards, e-wallet and specially bonus for those using Sarawak Pay at the moment as they're giving discount for using their fuel and be part of the membership!",1652694803,en,very positive,0.6587767601013184,1.56518,110.3678,"Telang Usan, Sarawak","Telang Usan, Sarawak",18025.22239330138
7779,7779,ULU BINTAWA,MULTIFUEL STATION PETROS DARUL HANA,Hafizul Kadir,5,This station provide several fuel at their pump. Have parking space provided and in house kfc restaurant,1712745739,en,very positive,0.5985602140426636,1.56518,110.3678,"Telang Usan, Sarawak","Telang Usan, Sarawak",18025.22239330138
7780,7780,ULU BINTAWA,MULTIFUEL STATION PETROS DARUL HANA,Junaidi Ali (jashtech),4,"CONGRATULATIONS PETROS for the great facility.
Clean toilet, spacious, have surau, petrol, diesel, hydrogen and EV chargers.
The EV fast chargers are fantastic and it is free to use for now.
Will give 5 stars if Petros can have a simple cafe or chairs & table for the customer to sit, have a simple snack or meal while waiting for their cars to fully charge.
Keep up the good work PETROS & built more stations along the Pan-Borneo Hway.",1676677324,en,positive,0.6971198320388794,1.56518,110.3678,"Telang Usan, Sarawak","Telang Usan, Sarawak",18025.22239330138
7781,7781,ULU BINTAWA,MULTIFUEL STATION PETROS DARUL HANA,biggbro271,4,Spacious station but not being fully utilised. Petros should give some incentives for users when refuelling such as in cashback form when paying through Sarawak Pay as many people will simply choose other petrol brands for their loyalty programmes.,1717590782,en,neutral,0.5769049525260925,1.56518,110.3678,"Telang Usan, Sarawak","Telang Usan, Sarawak",18025.22239330138
7782,7782,PUJUT-LUTONG,Petronas Pujut Lutong,azex_amiey125z azex'amiey,5,friendly service ever in miri petrol station ⛽,1725441580,en,very positive,0.6753906011581421,4.42496,114.01641,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7783,7783,PUJUT-LUTONG,Petronas Pujut Lutong,The Collector,5,Good service good staff active answer call,1714983121,en,positive,0.5718762874603271,4.42496,114.01641,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7784,7784,PUJUT-LUTONG,Petronas Pujut Lutong,Lydia K,5,Staffs very friendly. Toilets are clean. Other facilities also in good condition.,1693469178,en,very positive,0.4848233163356781,4.42496,114.01641,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7785,7785,PUJUT-LUTONG,Petronas Pujut Lutong,KY Lim,1,"The tyre pump has problem... so dangerous.
Set 240kPA, it pump to 270kPA. Both units got problems.",1670773417,en,very negative,0.7049317359924316,4.42496,114.01641,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7786,7786,PUJUT-LUTONG,Petronas Pujut Lutong,Johnny Sli,5,good services,1724760471,hr,positive,0.4751805961132049,4.42496,114.01641,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7787,7787,TASIK BIRU,PETRONAS Tasik Biru,Siti Nadia,5,"Overall a good experience. The place was clean and the staff were friendly. Plenty of pumps, minimum waiting time, clean station and restroom, good selection of snacks and drinks 🫶🏻",1726574004,en,positive,0.7448452711105347,1.418602,110.159684,"Bau, Sarawak","Bau, Sarawak",55422.379197794486
7788,7788,TASIK BIRU,PETRONAS Tasik Biru,Nateisha Karina,5,Quick stop for gas and Tealive! I had a great experience here. The staff was friendly and the bathrooms were clean.,1726545836,en,very positive,0.72531658411026,1.418602,110.159684,"Bau, Sarawak","Bau, Sarawak",55422.379197794486
7789,7789,TASIK BIRU,PETRONAS Tasik Biru,Carl Douglas,4,Clean place.. but at night its quite dark due to not many lights were switch on. Bit difficult to see the panel meter and during refueling.,1726021435,en,neutral,0.672357976436615,1.418602,110.159684,"Bau, Sarawak","Bau, Sarawak",55422.379197794486
7790,7790,TASIK BIRU,PETRONAS Tasik Biru,jess r,5,"I recently had an excellent experience refueling my car at a Petronas station. The location was well-maintained and spotlessly clean, which immediately gave a positive impression. The fueling process was efficient, with state-of-the-art pumps that were easy to operate. I appreciated the friendly and helpful staff who were available to assist with any questions and ensure a smooth transaction. Additionally, the Petronas station offered a wide range of services, including a convenience store stocked with a variety of snacks and beverages, clean restrooms, and a comfortable seating area. The fuel quality was top-notch, providing better mileage and performance for my vehicle. Overall, the combination of excellent customer service, high-quality fuel, and additional amenities made refueling at Petronas a pleasant and hassle-free experience. I would highly recommend Petronas to anyone looking for a reliable and customer-friendly fueling station.",1718880263,en,positive,0.4999168515205383,1.418602,110.159684,"Bau, Sarawak","Bau, Sarawak",55422.379197794486
7791,7791,TASIK BIRU,PETRONAS Tasik Biru,Shotaro’s mother,5,"Good facilities, staff all ok. Will stop by again next time ✨✨✨",1726493394,en,positive,0.5239949822425842,1.418602,110.159684,"Bau, Sarawak","Bau, Sarawak",55422.379197794486
7792,7792,ASTANA,Shell,Global Guide,3,"Just another ‘fuel’ station. Air pumps are always not in working condition, though.",1511878911,en,neutral,0.3717493414878845,1.57164,110.3386,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7793,7793,ASTANA,Shell,President K,4,Staff service could be improved.Smile more,1512408599,en,neutral,0.5075421929359436,1.57164,110.3386,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7794,7794,ASTANA,Shell,tiena k,5,Friendly staff n very helpfull,1488591171,en,very positive,0.5175283551216125,1.57164,110.3386,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7795,7795,ASTANA,Shell,Mohd Fariez,5,One of the best staff service for Shell in kuching,1521413047,en,very positive,0.8364396691322327,1.57164,110.3386,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7796,7796,ASTANA,Shell,siti najiah mahmod,5,Nearest fuel station to fill up my car fuel,1469439551,en,very positive,0.4872460961341858,1.57164,110.3386,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7797,7797,ASTANA,PETRONAS Astana,CWX SC,5,"I can always count on Petronas Astana for quick service and a friendly atmosphere. Whether I'm grabbing some fuel or picking up groceries, I know everything will be easy and efficient. A fantastic spot that keeps me coming back!",1726575014,en,very positive,0.879640519618988,1.57164,110.3386,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7798,7798,ASTANA,PETRONAS Astana,Sharifah Aishah Al-Edruce,5,All the staff are very polite  . Their service i give 5 stars. The toilet also very clean. One of the staff that i like is syikin. She’very friendly and love to smile.I remember her name until now.,1725894736,en,very positive,0.5633606314659119,1.57164,110.3386,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7799,7799,ASTANA,PETRONAS Astana,Youis I'm,5,"Petronas Astana really makes life easier! From the efficient fuel service to the quick parcel delivery via Citylink Express, everything is designed for customer convenience. Plus, the kids love choosing new toys each visit. It's our family's favorite stop!",1726469339,en,very positive,0.934295117855072,1.57164,110.3386,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7800,7800,ASTANA,PETRONAS Astana,tom,5,"A very convenient stop for everything you need! Fuel, frozen food, and even bill payments, all in one place. Love the clean and organized environment.",1726291908,en,very positive,0.8203374743461609,1.57164,110.3386,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7801,7801,ASTANA,PETRONAS Astana,Siti Fatihah (Tya),5,"This station has it all! From high-quality fuel options to a Kedai Mesra that’s always stocked with fresh and frozen products. Plus, the added convenience of Citylink parcel service is fantastic. A must-visit for anyone in the area.",1726721705,en,very positive,0.9398067593574524,1.57164,110.3386,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7802,7802,SELANGAU,PETRONAS - Selangau,corolina gani,5,Best place to stop for long drive with good services and variations of foods and drinks,1725931034,en,very positive,0.6880620121955872,2.53238,112.33172,"Selangau, Sarawak","Selangau, Sarawak",21029.42612551828
7803,7803,SELANGAU,PETRONAS - Selangau,Boon Yu Voon,5,Great location For rest & petrol refill before continuing journey back to Mukah or Balingian,1725529434,en,very positive,0.5198496580123901,2.53238,112.33172,"Selangau, Sarawak","Selangau, Sarawak",21029.42612551828
7804,7804,SELANGAU,PETRONAS - Selangau,Ken Wong,5,"Newly renovated with new dispensers, worth to fuel up here.",1669038298,en,very positive,0.6524206399917603,2.53238,112.33172,"Selangau, Sarawak","Selangau, Sarawak",21029.42612551828
7805,7805,SELANGAU,PETRONAS - Selangau,silvy Sg,5,Good location for refill when long distance drive from kch -bintulu,1725529181,en,positive,0.5548665523529053,2.53238,112.33172,"Selangau, Sarawak","Selangau, Sarawak",21029.42612551828
7806,7806,SELANGAU,PETRONAS - Selangau,Nighter CaT,1,pukul 7 work，but until 7:15 havent work,1721776622,en,neutral,0.3233508467674255,2.53238,112.33172,"Selangau, Sarawak","Selangau, Sarawak",21029.42612551828
7807,7807,LANANG BARAT,PETRONAS Lanang Barat,Jean Lau,5,Amazing petrol station! Well stocked for a long drive. Very nice and helpful staffs. Highly recommend!,1725926528,en,very positive,0.9568053483963012,2.246999,111.843996,"Sibu, Sarawak","Sibu, Sarawak",263126.80964934203
7808,7808,LANANG BARAT,PETRONAS Lanang Barat,Gibson Will,3,Space for refill fuel it not arranged properly.. the lorry park also make others vehicles hard to in.. Hope other management can do a better way..,1710856808,en,negative,0.5140881538391113,2.246999,111.843996,"Sibu, Sarawak","Sibu, Sarawak",263126.80964934203
7809,7809,LANANG BARAT,PETRONAS Lanang Barat,Zhi Li Lau,5,Amazing and helpful staff! Highly recommend!,1725926389,en,very positive,0.956009328365326,2.246999,111.843996,"Sibu, Sarawak","Sibu, Sarawak",263126.80964934203
7810,7810,LANANG BARAT,PETRONAS Lanang Barat,Lee Ya Xuan,5,The worker very nice and helpful .,1726147586,en,very positive,0.6019168496131897,2.246999,111.843996,"Sibu, Sarawak","Sibu, Sarawak",263126.80964934203
7811,7811,LANANG BARAT,PETRONAS Lanang Barat,LH TRANSPORTATION,5,"Big station compound, convenient for trailer to maneuver! Big convenient store, a lot of choices! Very impressive! Good services too!👍👍",1692691954,en,very positive,0.8361309170722961,2.246999,111.843996,"Sibu, Sarawak","Sibu, Sarawak",263126.80964934203
7812,7812,KUCHING UTARA,PETRONAS Kuching Utara (Telaga Tiga),Proride Motorsport,5,"Best Petronas station in the area.. very spacious, well maintained (owner always ensure Tyre pressure pump operational all the time). EURO5 (Blue) Diesel Available here..",1716202761,en,very positive,0.9027518630027772,1.561451,110.322372,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7813,7813,KUCHING UTARA,PETRONAS Kuching Utara (Telaga Tiga),Hafizul Kadir,5,Top choice of station to go. Have maybank and rhb atm machine inside their station,1712745811,en,very positive,0.8496062159538269,1.561451,110.322372,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7814,7814,KUCHING UTARA,PETRONAS Kuching Utara (Telaga Tiga),Dayang Suriati Daud,5,Clean & good customer service!!  Thumbs up guyss!! 👏🥳⭐️⭐️⭐️⭐️⭐️,1718372143,en,very positive,0.6700701713562012,1.561451,110.322372,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7815,7815,KUCHING UTARA,PETRONAS Kuching Utara (Telaga Tiga),Zahar,1,"Sorry for the nasty word..Alhamdulilah very kind response,  valid reason (good try- check la what happened and how ur kind staff handle it), anyway good cover up and good bos, syukur, hope u can sell more ron 97..moga kita sama sama dipermudahkan dan dimurahkan rezeki aminn..",1706431914,en,very negative,0.4330697059631347,1.561451,110.322372,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7816,7816,KUCHING UTARA,PETRONAS Kuching Utara (Telaga Tiga),Magnum Pea-Eye,5,"Very good. Got ATM, ample parking space and there r 14 stations. The store sells some good snacks too. Generally a complete petrol station. The pumps are old tho.",1696900574,en,positive,0.5607641935348511,1.561451,110.322372,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7817,7817,KUCHING UTARA,SHELL | Hamdi Niaga,Dorge Rajah,3,"A petrol station for SHELL diehards that is still open at 9pm so you can top up your feul tank.
It is a self service station. Just go and buy your feul top up at the counter.
In the day time, this station is well patronised.
It also has a convenient store for you to buy snacks and drinks. There are washrooms to relieve yourself.",1689388808,en,very positive,0.6477603316307068,1.561451,110.322372,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7818,7818,KUCHING UTARA,SHELL | Hamdi Niaga,Veteran Observer,5,Otw to town. Not a single complaint before. Our family always pumps here and never had a problem with water seeping into petrol like what happened elsewhere. Petrol is clean. Best service possible. Sarawak Pay and Boost accepted. Basic convenience store. Very good.,1567926717,en,very positive,0.764501690864563,1.561451,110.322372,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7819,7819,KUCHING UTARA,SHELL | Hamdi Niaga,Johnny Best Of Borneo,3,"No more ATM Mechine,car refuelling are not organised, card payment some refuelling Mechine can’t used.",1648406438,en,negative,0.3487494885921478,1.561451,110.322372,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7820,7820,KUCHING UTARA,SHELL | Hamdi Niaga,Global Guide,3,"ATMs, no surau, most goods in the convenience store is premiumly priced, air pumps not very reliable.",1511874761,en,negative,0.4419838786125183,1.561451,110.322372,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7821,7821,KUCHING UTARA,SHELL | Hamdi Niaga,Jason Kueh Wei Kiat,5,The staff is friendly and generally the atmosphere is good,1681303842,en,positive,0.5794790983200073,1.561451,110.322372,"Kuching, Sarawak","Kuching, Sarawak",644039.1242480155
7822,7822,JALAN TEMENGGONG KOH,PETRONAS Jalan Temenggong Koh,Ken Wong,5,Easy access for petrol fuel up.,1662786437,en,very positive,0.5461548566818237,2.01742,112.94079,"Kapit, Sarawak","Kapit, Sarawak",38018.71619736556
7823,7823,JALAN TEMENGGONG KOH,PETRONAS Jalan Temenggong Koh,TCS 87,5,Only petrol station in kapit,1699697892,en,very negative,0.2992467582225799,2.01742,112.94079,"Kapit, Sarawak","Kapit, Sarawak",38018.71619736556
7824,7824,JALAN TEMENGGONG KOH,PETRONAS Jalan Temenggong Koh,Razer Ugap,2,"Always out of petrol for Pumps nos.1, 2, 3 and 4, the petrol made available always at Pumps nos.5 and 6, making it hard for the town folks to have 1 hour long queve.",1639313012,en,negative,0.373806893825531,2.01742,112.94079,"Kapit, Sarawak","Kapit, Sarawak",38018.71619736556
7825,7825,JALAN TEMENGGONG KOH,PETRONAS Jalan Temenggong Koh,peter jee,5,The only petrol station that fuel your journey,1695358070,en,very positive,0.5797630548477173,2.01742,112.94079,"Kapit, Sarawak","Kapit, Sarawak",38018.71619736556
7826,7826,JALAN TEMENGGONG KOH,PETRONAS Jalan Temenggong Koh,M,1,Went at 4:20 pm. Already closed,1579167860,en,very negative,0.7779685258865356,2.01742,112.94079,"Kapit, Sarawak","Kapit, Sarawak",38018.71619736556
7827,7827,JALAN TEMENGGONG KOH,Shell,Nur Waty,1,Otherwise,1718606385,de,neutral,0.4607669115066528,2.01742,112.94079,"Kapit, Sarawak","Kapit, Sarawak",38018.71619736556
7828,7828,JALAN TEMENGGONG KOH,Shell,Mikewell Anyong,5,,1611153593,unknown,positive,0.2846148908138275,2.01742,112.94079,"Kapit, Sarawak","Kapit, Sarawak",38018.71619736556
7829,7829,JALAN TEMENGGONG KOH,Shell,Yu Jie Low,4,,1571336527,unknown,positive,0.2846148908138275,2.01742,112.94079,"Kapit, Sarawak","Kapit, Sarawak",38018.71619736556
7830,7830,BATU 4 PENRISSEN,PETRONAS Batu 4 Penrissen,Audrey Tan,5,"Very clean with atm, plants and sundry supplies. Customer service is great. Highly recommended!",1726059101,en,very positive,0.8985991477966309,1.511644,110.333651,"Song, Sarawak","Song, Sarawak",10566.509678831844
7831,7831,BATU 4 PENRISSEN,PETRONAS Batu 4 Penrissen,Sean Wang,5,"The station is well equipped with ATM machine, convenient store, clean toilet and the availability of Digital payment of petrol with Setel app is so easy instead of credit card with manual swipe or password and getting a printed receipt. This station is well planned with plenty of petrol kiosks and wide area to park",1726060885,en,very positive,0.6703944206237793,1.511644,110.333651,"Song, Sarawak","Song, Sarawak",10566.509678831844
7832,7832,BATU 4 PENRISSEN,PETRONAS Batu 4 Penrissen,Min Soon Kuching,5,Courteous and efficient staff. The washroom is clean and the station is well maintained. ATM and convenient store available.,1726123260,en,very positive,0.6210750341415405,1.511644,110.333651,"Song, Sarawak","Song, Sarawak",10566.509678831844
7833,7833,BATU 4 PENRISSEN,PETRONAS Batu 4 Penrissen,Akashi Maxx,5,Very good environment big and spacious. Service  also fast and efficient. I like it...some more got MBB atm machine 👍,1725961208,en,very positive,0.4962463676929474,1.511644,110.333651,"Song, Sarawak","Song, Sarawak",10566.509678831844
7834,7834,BATU 4 PENRISSEN,PETRONAS Batu 4 Penrissen,Ka Soon Sia,5,Spacious area for conveniently vehicle access parked for refuel. On top of that there is a Maybank atm & a convenient store.,1725427593,en,positive,0.5313876271247864,1.511644,110.333651,"Song, Sarawak","Song, Sarawak",10566.509678831844
7835,7835,"JALAN GAYA, LAWAS","PETRONAS Jalan Gaya, Lawas",Pauline Lau,3,Toilets tersumbat for nearly 2weeks. We always fill whenever balik to Brunei on Friday n Sunday but very inconvenient toilets still not available for customers 😑,1704447062,en,negative,0.4704851806163788,4.84458,115.40613,"Lawas, Sarawak","Lawas, Sarawak",39158.24175096507
7836,7836,"JALAN GAYA, LAWAS","PETRONAS Jalan Gaya, Lawas",m js,2,Toilet always broke down and sometimes out of petrol,1724057060,en,negative,0.3895962834358215,4.84458,115.40613,"Lawas, Sarawak","Lawas, Sarawak",39158.24175096507
7837,7837,"JALAN GAYA, LAWAS","PETRONAS Jalan Gaya, Lawas",Mac,4,Brunei registered vehicle can buy fuel through jerrican only,1713656587,en,very negative,0.3853098154067993,4.84458,115.40613,"Lawas, Sarawak","Lawas, Sarawak",39158.24175096507
7838,7838,"JALAN GAYA, LAWAS","PETRONAS Jalan Gaya, Lawas",AHMAD KHAIRI,5,Good location with easy to use Setel app which can avoid the hassle of going to the counter to pay. The tire inflators were also functioning well.,1704880726,en,positive,0.5628822445869446,4.84458,115.40613,"Lawas, Sarawak","Lawas, Sarawak",39158.24175096507
7839,7839,"JALAN GAYA, LAWAS","PETRONAS Jalan Gaya, Lawas",Andre Silus,5,pay for yr fuel at ease using settle. need a quick stop for solat or toilet on yr way to sipitang? petronas lawas it is,1688230877,en,neutral,0.2573540508747101,4.84458,115.40613,"Lawas, Sarawak","Lawas, Sarawak",39158.24175096507
7840,7840,REPOK,PETRONAS Jalan Repok,agnes anysia,5,"Been here few times, very good. Good station.. good location and convenient.",1725948062,en,positive,0.4797042906284332,2.116619,111.52073,"Sarikei, Sarawak","Sarikei, Sarawak",46306.17476899838
7841,7841,REPOK,PETRONAS Jalan Repok,Ken Wong,5,"Convenient station, helpful crew petronas and speedy service, more than just a petrol station.
Feel like it’s a unique experience when fuel up at Petronas Repok.",1664182005,en,very positive,0.5108124613761902,2.116619,111.52073,"Sarikei, Sarawak","Sarikei, Sarawak",46306.17476899838
7842,7842,REPOK,PETRONAS Jalan Repok,Charles Ting,5,Few times I visited this station the customer service never disappoint me. The place is always clean and staff always happy to serve.,1725120855,en,very positive,0.561979353427887,2.116619,111.52073,"Sarikei, Sarawak","Sarikei, Sarawak",46306.17476899838
7843,7843,REPOK,PETRONAS Jalan Repok,-X J-,5,"The store was closed at night, but the staff still helped to get the goods and their attitude was very good.",1725120574,en,positive,0.6420189738273621,2.116619,111.52073,"Sarikei, Sarawak","Sarikei, Sarawak",46306.17476899838
7844,7844,REPOK,PETRONAS Jalan Repok,Abg Mohd. Fadzillah,5,clean toilet and complete surau facilities,1725193064,fr,very positive,0.6613845825195312,2.116619,111.52073,"Sarikei, Sarawak","Sarikei, Sarawak",46306.17476899838
7845,7845,LUAK BAY,PETRONAS Luak Bay (Faberworth Trading),Black Flash,5,"If you're using coastal road, this will be the last petrol station available (beside Shell next door) before the Bakam area. Afterward, you will have to drive until Bekenu for another petrol station.

Have lots of parking space, toilet as well as convenience store. Toilet can be improved on and hopefully Petronas can hired staff specifically for cleanliness.

Though I blame irresponsible customer whom still have 3rd world mentality that did not flush the toilet and throw rubbishes indiscriminately.",1724233938,en,positive,0.3855030834674835,4.352031,113.973361,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7846,7846,LUAK BAY,PETRONAS Luak Bay (Faberworth Trading),Sobrie Madani,5,"very nice and clean gas station, friendly staff . keep up the good work",1725076166,en,very positive,0.5667256116867065,4.352031,113.973361,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7847,7847,LUAK BAY,PETRONAS Luak Bay (Faberworth Trading),mahdir adir,5,"good staff, comfy surau and toilet.",1725272554,en,positive,0.4982184171676636,4.352031,113.973361,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7848,7848,LUAK BAY,PETRONAS Luak Bay (Faberworth Trading),v shuya,5,Easy to refill fuel because it's besides the road,1726545056,en,positive,0.4242012202739715,4.352031,113.973361,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7849,7849,LUAK BAY,PETRONAS Luak Bay (Faberworth Trading),Asterism Channel,5,"staff nice, toilet clean",1725087355,en,positive,0.5036828517913818,4.352031,113.973361,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7850,7850,GEDONG JUNCTION,PETRONAS Gedong Junction,Allyssa Amanda,5,"very impressed by its cleanliness and well-maintained facilities. The staff were friendly and quick to assist, making my refuel and store visit smooth!",1724423579,en,very positive,0.8204526305198669,1.12463,110.62239,"Serian, Sarawak","Serian, Sarawak",90126.11196650693
7851,7851,GEDONG JUNCTION,PETRONAS Gedong Junction,zcrx v,5,Very good and kind service,1726468003,en,very positive,0.5892423987388611,1.12463,110.62239,"Serian, Sarawak","Serian, Sarawak",90126.11196650693
7852,7852,GEDONG JUNCTION,PETRONAS Gedong Junction,Green Lucky Hand,5,"The toilet is very clean (this one is really important), one of the reasons when I drop off at the gas station. A lot of snacks and drinks at the store. All the staff are really friendly and full of smiles on their faces..It feels really welcoming..Keep up the good service Petronas staff😊💐Cheers...",1711685940,en,positive,0.3372816145420074,1.12463,110.62239,"Serian, Sarawak","Serian, Sarawak",90126.11196650693
7853,7853,GEDONG JUNCTION,PETRONAS Gedong Junction,stanley ambun,5,"A very nice 👍 well maintained petronas gedong Junction. Clean & very spacious area , making customers easy to assess especially the pump area. Customer service is no.1 with all their staff standing at the pump area smiling to direct us & most of the time helping us to pump . Keep up the good 👍 service gedong junction. Cheers.",1688378875,en,very positive,0.5586360096931458,1.12463,110.62239,"Serian, Sarawak","Serian, Sarawak",90126.11196650693
7854,7854,GEDONG JUNCTION,PETRONAS Gedong Junction,John Eli,5,Customer service is excellent. Facility is complete.,1726471429,en,very positive,0.8049044609069824,1.12463,110.62239,"Serian, Sarawak","Serian, Sarawak",90126.11196650693
